# galaxy_id rad[kpc] vobs[km/s] errv[km/s] mass[M_sun]
UGC06786_rotmod 5.84 218.00 2.51 5.44e+10
UGC06786_rotmod 6.00 219.00 3.95 5.44e+10
UGC06786_rotmod 6.15 219.00 7.84 5.44e+10
UGC06786_rotmod 6.48 219.00 7.74 5.44e+10
UGC06786_rotmod 6.64 219.00 6.69 5.44e+10
UGC06786_rotmod 6.81 220.00 6.26 5.44e+10
UGC06786_rotmod 7.10 220.00 2.52 5.44e+10
UGC06786_rotmod 7.13 220.00 11.40 5.44e+10
UGC06786_rotmod 8.52 220.00 2.93 5.44e+10
UGC06786_rotmod 10.66 225.00 1.79 5.44e+10
UGC06786_rotmod 11.99 228.00 5.71 5.44e+10
UGC06786_rotmod 12.10 228.00 9.96 5.44e+10
UGC06786_rotmod 12.33 228.00 8.24 5.44e+10
UGC06786_rotmod 12.78 229.00 1.74 5.44e+10
UGC06786_rotmod 14.93 228.00 1.64 5.44e+10
UGC06786_rotmod 17.08 226.00 1.34 5.44e+10
UGC06786_rotmod 19.23 226.00 1.39 5.44e+10
UGC06786_rotmod 21.27 227.00 1.11 5.44e+10
UGC06786_rotmod 23.42 227.00 1.37 5.44e+10
UGC06786_rotmod 25.57 224.00 2.79 5.44e+10
UGC06786_rotmod 27.72 218.00 9.41 5.44e+10
UGC06786_rotmod 29.87 215.00 8.18 5.44e+10
UGC06786_rotmod 32.02 219.00 5.06 5.44e+10
UGC06786_rotmod 34.05 211.00 7.05 5.44e+10
UGC06818_rotmod 0.87 23.40 5.55 1.32e+09
UGC06818_rotmod 1.74 28.00 5.20 1.32e+09
UGC06818_rotmod 2.61 36.70 4.25 1.32e+09
UGC06818_rotmod 3.50 47.60 4.25 1.32e+09
UGC06818_rotmod 4.37 63.30 4.75 1.32e+09
UGC06818_rotmod 5.24 71.20 5.25 1.32e+09
UGC06818_rotmod 6.11 68.10 6.00 1.32e+09
UGC06818_rotmod 6.98 74.40 6.00 1.32e+09
UGC07559_rotmod 0.36 9.31 3.23 8.55e+07
UGC07559_rotmod 0.72 15.90 3.23 8.55e+07
UGC07559_rotmod 1.08 21.40 3.23 8.55e+07
UGC07559_rotmod 1.45 26.10 3.23 8.55e+07
UGC07559_rotmod 1.80 29.70 3.23 8.55e+07
UGC07559_rotmod 2.17 31.10 3.23 8.55e+07
UGC07559_rotmod 2.53 32.10 3.23 8.55e+07
NGC7331_rotmod 2.67 221.00 20.00 2.36e+11
NGC7331_rotmod 3.21 237.00 13.00 2.36e+11
NGC7331_rotmod 3.74 249.00 8.00 2.36e+11
NGC7331_rotmod 4.27 250.00 5.00 2.36e+11
NGC7331_rotmod 4.81 253.00 5.00 2.36e+11
NGC7331_rotmod 5.35 257.00 5.00 2.36e+11
NGC7331_rotmod 5.88 257.00 5.00 2.36e+11
NGC7331_rotmod 6.41 257.00 5.00 2.36e+11
NGC7331_rotmod 7.48 257.00 5.00 2.36e+11
NGC7331_rotmod 8.55 255.00 5.00 2.36e+11
NGC7331_rotmod 9.62 248.00 6.00 2.36e+11
NGC7331_rotmod 10.66 247.00 6.00 2.36e+11
NGC7331_rotmod 11.74 246.00 6.00 2.36e+11
NGC7331_rotmod 12.83 244.00 6.00 2.36e+11
NGC7331_rotmod 13.91 242.00 4.00 2.36e+11
NGC7331_rotmod 15.00 238.00 3.00 2.36e+11
NGC7331_rotmod 16.08 236.00 3.00 2.36e+11
NGC7331_rotmod 17.07 233.00 3.00 2.36e+11
NGC7331_rotmod 18.15 234.00 3.00 2.36e+11
NGC7331_rotmod 19.24 236.00 3.00 2.36e+11
NGC7331_rotmod 20.32 237.00 3.00 2.36e+11
NGC7331_rotmod 21.41 238.00 3.00 2.36e+11
NGC7331_rotmod 22.49 240.00 3.00 2.36e+11
NGC7331_rotmod 23.48 238.00 3.00 2.36e+11
NGC7331_rotmod 24.57 237.00 3.00 2.36e+11
NGC7331_rotmod 25.65 236.00 3.00 2.36e+11
NGC7331_rotmod 26.74 238.00 3.00 2.36e+11
NGC7331_rotmod 27.82 239.00 3.00 2.36e+11
NGC7331_rotmod 28.91 239.00 3.00 2.36e+11
NGC7331_rotmod 29.89 241.00 4.00 2.36e+11
NGC7331_rotmod 30.98 236.00 4.00 2.36e+11
NGC7331_rotmod 32.06 236.00 5.00 2.36e+11
NGC7331_rotmod 33.15 239.00 5.00 2.36e+11
NGC7331_rotmod 34.23 237.00 5.00 2.36e+11
NGC7331_rotmod 35.32 241.00 7.00 2.36e+11
NGC7331_rotmod 36.31 238.00 9.00 2.36e+11
UGC11914_rotmod 0.28 168.00 49.70 7.78e+10
UGC11914_rotmod 0.37 187.00 40.20 7.78e+10
UGC11914_rotmod 0.47 204.00 26.90 7.78e+10
UGC11914_rotmod 0.56 218.00 23.50 7.78e+10
UGC11914_rotmod 0.65 232.00 8.63 7.78e+10
UGC11914_rotmod 0.75 243.00 4.97 7.78e+10
UGC11914_rotmod 0.84 253.00 3.65 7.78e+10
UGC11914_rotmod 0.93 262.00 2.86 7.78e+10
UGC11914_rotmod 1.03 269.00 3.80 7.78e+10
UGC11914_rotmod 1.12 275.00 5.39 7.78e+10
UGC11914_rotmod 1.21 280.00 5.01 7.78e+10
UGC11914_rotmod 1.30 284.00 10.00 7.78e+10
UGC11914_rotmod 1.41 287.00 6.59 7.78e+10
UGC11914_rotmod 1.50 289.00 3.56 7.78e+10
UGC11914_rotmod 1.59 290.00 6.13 7.78e+10
UGC11914_rotmod 1.68 291.00 10.20 7.78e+10
UGC11914_rotmod 1.78 292.00 8.61 7.78e+10
UGC11914_rotmod 1.87 292.00 11.20 7.78e+10
UGC11914_rotmod 1.96 291.00 5.15 7.78e+10
UGC11914_rotmod 2.05 291.00 4.92 7.78e+10
UGC11914_rotmod 2.16 291.00 9.32 7.78e+10
UGC11914_rotmod 2.25 290.00 7.19 7.78e+10
UGC11914_rotmod 2.34 290.00 12.20 7.78e+10
UGC11914_rotmod 2.43 290.00 7.94 7.78e+10
UGC11914_rotmod 2.46 290.00 5.16 7.78e+10
UGC11914_rotmod 2.53 290.00 3.56 7.78e+10
UGC11914_rotmod 2.62 290.00 3.79 7.78e+10
UGC11914_rotmod 2.71 290.00 5.65 7.78e+10
UGC11914_rotmod 2.80 290.00 9.38 7.78e+10
UGC11914_rotmod 2.99 290.00 10.60 7.78e+10
UGC11914_rotmod 3.28 291.00 15.30 7.78e+10
UGC11914_rotmod 3.74 292.00 18.80 7.78e+10
UGC11914_rotmod 3.83 292.00 15.20 7.78e+10
UGC11914_rotmod 4.02 292.00 19.80 7.78e+10
UGC11914_rotmod 4.09 292.00 2.40 7.78e+10
UGC11914_rotmod 4.12 292.00 9.00 7.78e+10
UGC11914_rotmod 4.30 291.00 8.71 7.78e+10
UGC11914_rotmod 4.39 291.00 7.92 7.78e+10
UGC11914_rotmod 4.49 291.00 8.84 7.78e+10
UGC11914_rotmod 4.58 290.00 4.20 7.78e+10
UGC11914_rotmod 4.87 289.00 10.60 7.78e+10
UGC11914_rotmod 4.91 288.00 2.26 7.78e+10
UGC11914_rotmod 4.96 288.00 6.97 7.78e+10
UGC11914_rotmod 5.05 287.00 3.23 7.78e+10
UGC11914_rotmod 5.14 287.00 10.20 7.78e+10
UGC11914_rotmod 5.24 286.00 10.30 7.78e+10
UGC11914_rotmod 5.33 286.00 17.80 7.78e+10
UGC11914_rotmod 5.42 285.00 11.40 7.78e+10
UGC11914_rotmod 5.51 285.00 12.00 7.78e+10
UGC11914_rotmod 5.61 284.00 4.03 7.78e+10
UGC11914_rotmod 5.71 284.00 4.73 7.78e+10
UGC11914_rotmod 5.80 283.00 6.44 7.78e+10
UGC11914_rotmod 5.89 283.00 4.96 7.78e+10
UGC11914_rotmod 5.98 283.00 5.37 7.78e+10
UGC11914_rotmod 6.08 283.00 11.00 7.78e+10
UGC11914_rotmod 6.15 283.00 1.14 7.78e+10
UGC11914_rotmod 6.17 283.00 17.30 7.78e+10
UGC11914_rotmod 6.26 283.00 7.94 7.78e+10
UGC11914_rotmod 6.35 283.00 18.30 7.78e+10
UGC11914_rotmod 6.73 284.00 10.50 7.78e+10
UGC11914_rotmod 6.83 284.00 9.37 7.78e+10
UGC11914_rotmod 6.92 285.00 12.90 7.78e+10
UGC11914_rotmod 7.37 288.00 1.24 7.78e+10
UGC11914_rotmod 8.60 297.00 2.13 7.78e+10
UGC11914_rotmod 9.83 305.00 5.07 7.78e+10
NGC4157_rotmod 1.74 96.40 12.10 1.03e+11
NGC4157_rotmod 3.50 157.00 10.50 1.03e+11
NGC4157_rotmod 5.24 192.00 8.40 1.03e+11
NGC4157_rotmod 6.98 201.00 6.90 1.03e+11
NGC4157_rotmod 8.72 201.00 7.30 1.03e+11
NGC4157_rotmod 10.47 194.00 6.40 1.03e+11
NGC4157_rotmod 12.19 190.00 6.00 1.03e+11
NGC4157_rotmod 13.94 186.00 6.40 1.03e+11
NGC4157_rotmod 15.68 184.00 6.40 1.03e+11
NGC4157_rotmod 17.42 182.00 7.30 1.03e+11
NGC4157_rotmod 19.16 181.00 6.60 1.03e+11
NGC4157_rotmod 20.90 183.00 6.50 1.03e+11
NGC4157_rotmod 22.65 185.00 6.50 1.03e+11
NGC4157_rotmod 24.39 186.00 9.10 1.03e+11
NGC4157_rotmod 26.13 186.00 11.40 1.03e+11
NGC4157_rotmod 27.87 184.00 13.60 1.03e+11
NGC4157_rotmod 29.61 185.00 13.60 1.03e+11
NGC4389_rotmod 0.87 27.30 5.80 1.39e+10
NGC4389_rotmod 1.74 52.70 6.70 1.39e+10
NGC4389_rotmod 2.71 69.20 6.70 1.39e+10
NGC4389_rotmod 3.58 83.50 6.40 1.39e+10
NGC4389_rotmod 4.45 95.90 6.30 1.39e+10
NGC4389_rotmod 5.32 110.00 7.60 1.39e+10
NGC7814_rotmod 0.63 265.00 15.00 6.84e+10
NGC7814_rotmod 1.72 250.00 15.00 6.84e+10
NGC7814_rotmod 2.79 233.00 7.29 6.84e+10
NGC7814_rotmod 3.91 230.00 6.45 6.84e+10
NGC7814_rotmod 5.03 228.00 5.37 6.84e+10
NGC7814_rotmod 6.14 228.00 5.16 6.84e+10
NGC7814_rotmod 7.26 227.00 5.94 6.84e+10
NGC7814_rotmod 8.37 226.00 3.00 6.84e+10
NGC7814_rotmod 9.50 223.00 3.92 6.84e+10
NGC7814_rotmod 10.65 219.00 2.90 6.84e+10
NGC7814_rotmod 11.74 216.00 2.55 6.84e+10
NGC7814_rotmod 12.82 214.00 2.55 6.84e+10
NGC7814_rotmod 14.01 214.00 3.07 6.84e+10
NGC7814_rotmod 15.09 214.00 3.61 6.84e+10
NGC7814_rotmod 16.18 214.00 4.46 6.84e+10
NGC7814_rotmod 17.36 214.00 5.07 6.84e+10
NGC7814_rotmod 18.44 214.00 4.78 6.84e+10
NGC7814_rotmod 19.53 214.00 4.87 6.84e+10
UGC07608_rotmod 0.60 14.60 6.69 1.61e+08
UGC07608_rotmod 1.19 31.50 6.69 1.61e+08
UGC07608_rotmod 1.79 44.80 6.69 1.61e+08
UGC07608_rotmod 2.38 50.60 6.69 1.61e+08
UGC07608_rotmod 2.99 55.60 6.69 1.61e+08
UGC07608_rotmod 3.59 61.40 6.69 1.61e+08
UGC07608_rotmod 4.18 66.00 6.69 1.61e+08
UGC07608_rotmod 4.78 69.30 6.69 1.61e+08
UGC10310_rotmod 1.10 33.20 5.06 1.42e+09
UGC10310_rotmod 2.21 54.60 5.06 1.42e+09
UGC10310_rotmod 3.31 65.70 5.06 1.42e+09
UGC10310_rotmod 4.42 69.20 5.06 1.42e+09
UGC10310_rotmod 5.52 70.90 5.06 1.42e+09
UGC10310_rotmod 6.64 72.40 5.06 1.42e+09
UGC10310_rotmod 7.74 73.20 5.06 1.42e+09
F567-2_rotmod 1.92 26.90 8.00 1.40e+09
F567-2_rotmod 3.83 46.80 5.00 1.40e+09
F567-2_rotmod 5.75 47.60 5.00 1.40e+09
F567-2_rotmod 7.67 48.10 8.00 1.40e+09
F567-2_rotmod 9.59 52.20 10.00 1.40e+09
NGC3726_rotmod 3.50 102.00 7.00 6.59e+10
NGC3726_rotmod 5.24 125.00 6.10 6.59e+10
NGC3726_rotmod 6.98 145.00 4.90 6.59e+10
NGC3726_rotmod 8.72 164.00 3.90 6.59e+10
NGC3726_rotmod 10.47 162.00 4.80 6.59e+10
NGC3726_rotmod 12.19 160.00 4.80 6.59e+10
NGC3726_rotmod 13.94 156.00 4.80 6.59e+10
NGC3726_rotmod 16.03 146.00 4.85 6.59e+10
NGC3726_rotmod 22.30 158.00 4.90 6.59e+10
NGC3726_rotmod 27.52 168.00 10.60 6.59e+10
NGC3726_rotmod 30.08 169.00 10.60 6.59e+10
NGC3726_rotmod 32.52 167.00 15.20 6.59e+10
NGC4013_rotmod 5.49 198.00 10.00 8.53e+10
NGC4013_rotmod 6.17 195.00 5.00 8.53e+10
NGC4013_rotmod 6.92 194.00 4.00 8.53e+10
NGC4013_rotmod 7.69 195.00 3.00 8.53e+10
NGC4013_rotmod 8.36 195.00 3.00 8.53e+10
NGC4013_rotmod 9.12 195.00 3.00 8.53e+10
NGC4013_rotmod 9.88 192.00 7.00 8.53e+10
NGC4013_rotmod 10.56 188.00 8.00 8.53e+10
NGC4013_rotmod 11.31 186.00 7.00 8.53e+10
NGC4013_rotmod 12.08 186.00 6.00 8.53e+10
NGC4013_rotmod 12.77 186.00 5.00 8.53e+10
NGC4013_rotmod 13.47 185.00 6.00 8.53e+10
NGC4013_rotmod 14.17 180.00 10.00 8.53e+10
NGC4013_rotmod 14.98 163.00 8.00 8.53e+10
NGC4013_rotmod 15.68 162.00 6.00 8.53e+10
NGC4013_rotmod 16.37 164.00 5.00 8.53e+10
NGC4013_rotmod 17.19 166.00 5.00 8.53e+10
NGC4013_rotmod 17.88 166.00 5.00 8.53e+10
NGC4013_rotmod 18.58 166.00 5.00 8.53e+10
NGC4013_rotmod 19.39 166.00 5.00 8.53e+10
NGC4013_rotmod 20.09 168.00 5.00 8.53e+10
NGC4013_rotmod 20.79 172.00 5.00 8.53e+10
NGC4013_rotmod 21.48 173.00 5.00 8.53e+10
NGC4013_rotmod 22.30 171.00 5.00 8.53e+10
NGC4013_rotmod 22.99 170.00 5.00 8.53e+10
NGC4013_rotmod 23.69 172.00 5.00 8.53e+10
NGC4013_rotmod 24.39 173.00 5.00 8.53e+10
NGC4013_rotmod 25.20 176.00 5.00 8.53e+10
NGC4013_rotmod 25.90 178.00 5.00 8.53e+10
NGC4013_rotmod 26.59 180.00 6.00 8.53e+10
NGC4013_rotmod 27.41 180.00 8.00 8.53e+10
NGC4013_rotmod 28.10 180.00 5.00 8.53e+10
NGC4013_rotmod 28.80 180.00 5.00 8.53e+10
NGC4013_rotmod 29.61 178.00 5.00 8.53e+10
NGC4013_rotmod 30.31 174.00 5.00 8.53e+10
NGC4013_rotmod 31.01 170.00 10.00 8.53e+10
UGC05005_rotmod 0.78 14.50 8.10 3.14e+09
UGC05005_rotmod 2.34 32.60 26.80 3.14e+09
UGC05005_rotmod 3.91 48.60 11.30 3.14e+09
UGC05005_rotmod 5.47 58.10 6.10 3.14e+09
UGC05005_rotmod 7.04 65.90 8.71 3.14e+09
UGC05005_rotmod 8.60 72.50 12.20 3.14e+09
UGC05005_rotmod 10.17 78.60 28.40 3.14e+09
UGC05005_rotmod 17.97 97.10 10.00 3.14e+09
UGC05005_rotmod 21.07 99.40 10.00 3.14e+09
UGC05005_rotmod 22.72 100.00 10.00 3.14e+09
UGC05005_rotmod 28.61 99.10 10.00 3.14e+09
UGC04483_rotmod 0.08 5.11 2.79 1.06e+07
UGC04483_rotmod 0.24 10.80 1.94 1.06e+07
UGC04483_rotmod 0.40 17.30 1.56 1.06e+07
UGC04483_rotmod 0.57 20.80 1.25 1.06e+07
UGC04483_rotmod 0.73 20.80 1.62 1.06e+07
UGC04483_rotmod 0.89 22.90 1.76 1.06e+07
UGC04483_rotmod 1.05 24.30 2.23 1.06e+07
UGC04483_rotmod 1.21 24.20 1.23 1.06e+07
UGC02885_rotmod 1.70 305.00 10.00 3.62e+11
UGC02885_rotmod 3.41 257.00 10.00 3.62e+11
UGC02885_rotmod 6.82 256.00 10.00 3.62e+11
UGC02885_rotmod 13.67 271.00 10.00 3.62e+11
UGC02885_rotmod 19.49 282.00 10.00 3.62e+11
UGC02885_rotmod 23.36 287.00 10.00 3.62e+11
UGC02885_rotmod 27.24 283.00 10.00 3.62e+11
UGC02885_rotmod 31.22 280.00 10.00 3.62e+11
UGC02885_rotmod 35.10 280.00 10.00 3.62e+11
UGC02885_rotmod 38.97 281.00 10.00 3.62e+11
UGC02885_rotmod 42.85 282.00 10.00 3.62e+11
UGC02885_rotmod 46.73 287.00 10.00 3.62e+11
UGC02885_rotmod 50.71 292.00 10.00 3.62e+11
UGC02885_rotmod 54.58 298.00 10.00 3.62e+11
UGC02885_rotmod 58.46 298.00 10.00 3.62e+11
UGC02885_rotmod 62.34 298.00 10.00 3.62e+11
UGC02885_rotmod 66.21 298.00 10.00 3.62e+11
UGC02885_rotmod 70.19 298.00 10.00 3.62e+11
UGC02885_rotmod 74.07 298.00 10.00 3.62e+11
UGC07866_rotmod 0.33 12.20 4.07 8.26e+07
UGC07866_rotmod 0.66 19.40 4.07 8.26e+07
UGC07866_rotmod 1.00 23.90 4.07 8.26e+07
UGC07866_rotmod 1.33 26.00 4.07 8.26e+07
UGC07866_rotmod 1.67 28.20 4.07 8.26e+07
UGC07866_rotmod 2.00 30.60 4.07 8.26e+07
UGC07866_rotmod 2.32 33.10 4.07 8.26e+07
NGC4214_rotmod 0.21 55.50 7.21 1.06e+09
NGC4214_rotmod 0.63 63.20 5.22 1.06e+09
NGC4214_rotmod 1.04 66.60 7.97 1.06e+09
NGC4214_rotmod 1.46 70.50 4.62 1.06e+09
NGC4214_rotmod 1.88 76.10 4.69 1.06e+09
NGC4214_rotmod 2.30 78.80 4.52 1.06e+09
NGC4214_rotmod 2.71 80.10 6.65 1.06e+09
NGC4214_rotmod 3.14 80.10 6.28 1.06e+09
NGC4214_rotmod 3.55 80.10 5.09 1.06e+09
NGC4214_rotmod 3.96 80.40 5.40 1.06e+09
NGC4214_rotmod 4.38 80.10 7.58 1.06e+09
NGC4214_rotmod 4.80 80.40 8.90 1.06e+09
NGC4214_rotmod 5.22 80.60 9.37 1.06e+09
NGC4214_rotmod 5.63 80.60 9.37 1.06e+09
UGC07232_rotmod 0.21 16.40 3.30 6.98e+07
UGC07232_rotmod 0.41 26.20 3.30 6.98e+07
UGC07232_rotmod 0.62 35.20 3.30 6.98e+07
UGC07232_rotmod 0.82 44.00 3.30 6.98e+07
NGC1003_rotmod 1.25 47.00 7.60 6.79e+09
NGC1003_rotmod 2.08 59.50 4.50 6.79e+09
NGC1003_rotmod 2.90 71.60 3.70 6.79e+09
NGC1003_rotmod 3.73 77.60 3.10 6.79e+09
NGC1003_rotmod 4.56 83.40 3.60 6.79e+09
NGC1003_rotmod 5.39 89.70 3.80 6.79e+09
NGC1003_rotmod 6.22 93.80 2.40 6.79e+09
NGC1003_rotmod 7.04 99.00 3.00 6.79e+09
NGC1003_rotmod 7.87 103.00 2.50 6.79e+09
NGC1003_rotmod 8.70 100.00 2.30 6.79e+09
NGC1003_rotmod 9.54 98.30 2.00 6.79e+09
NGC1003_rotmod 10.34 98.40 1.70 6.79e+09
NGC1003_rotmod 11.21 94.50 1.80 6.79e+09
NGC1003_rotmod 11.98 94.90 2.40 6.79e+09
NGC1003_rotmod 12.85 95.30 1.60 6.79e+09
NGC1003_rotmod 13.72 96.90 1.80 6.79e+09
NGC1003_rotmod 14.49 97.20 1.30 6.79e+09
NGC1003_rotmod 15.36 100.00 1.80 6.79e+09
NGC1003_rotmod 16.13 104.00 2.70 6.79e+09
NGC1003_rotmod 17.00 104.00 3.20 6.79e+09
NGC1003_rotmod 17.78 105.00 3.40 6.79e+09
NGC1003_rotmod 18.65 109.00 3.90 6.79e+09
NGC1003_rotmod 19.52 110.00 3.80 6.79e+09
NGC1003_rotmod 20.29 107.00 3.80 6.79e+09
NGC1003_rotmod 21.16 106.00 3.80 6.79e+09
NGC1003_rotmod 21.93 106.00 4.00 6.79e+09
NGC1003_rotmod 22.80 108.00 3.40 6.79e+09
NGC1003_rotmod 23.67 109.00 3.20 6.79e+09
NGC1003_rotmod 24.44 110.00 3.30 6.79e+09
NGC1003_rotmod 25.31 110.00 2.70 6.79e+09
NGC1003_rotmod 26.08 110.00 2.40 6.79e+09
NGC1003_rotmod 26.95 113.00 2.50 6.79e+09
NGC1003_rotmod 27.73 114.00 2.20 6.79e+09
NGC1003_rotmod 28.60 112.00 1.70 6.79e+09
NGC1003_rotmod 29.47 113.00 1.80 6.79e+09
NGC1003_rotmod 30.24 115.00 1.60 6.79e+09
UGC06917_rotmod 1.74 59.20 3.50 5.48e+09
UGC06917_rotmod 2.61 71.20 4.00 5.48e+09
UGC06917_rotmod 3.50 84.50 4.40 5.48e+09
UGC06917_rotmod 4.37 93.50 4.50 5.48e+09
UGC06917_rotmod 5.24 97.50 3.50 5.48e+09
UGC06917_rotmod 6.11 100.00 3.50 5.48e+09
UGC06917_rotmod 6.98 101.00 4.00 5.48e+09
UGC06917_rotmod 7.85 103.00 3.50 5.48e+09
UGC06917_rotmod 8.72 105.00 4.00 5.48e+09
UGC06917_rotmod 9.60 110.00 4.90 5.48e+09
UGC06917_rotmod 10.47 111.00 6.00 5.48e+09
F571-8_rotmod 0.22 12.40 7.00 7.72e+09
F571-8_rotmod 0.78 37.50 4.00 7.72e+09
F571-8_rotmod 1.33 56.50 4.00 7.72e+09
F571-8_rotmod 2.33 69.10 4.00 7.72e+09
F571-8_rotmod 3.44 85.50 7.50 7.72e+09
F571-8_rotmod 3.78 87.10 8.40 7.72e+09
F571-8_rotmod 4.77 105.00 4.00 7.72e+09
F571-8_rotmod 5.44 112.00 6.70 7.72e+09
F571-8_rotmod 6.11 116.00 4.00 7.72e+09
F571-8_rotmod 7.22 124.00 4.00 7.72e+09
F571-8_rotmod 9.33 135.00 4.00 7.72e+09
F571-8_rotmod 11.10 140.00 4.00 7.72e+09
F571-8_rotmod 15.55 144.00 5.00 7.72e+09
UGC07261_rotmod 0.95 46.80 5.66 1.62e+09
UGC07261_rotmod 1.90 63.00 5.66 1.62e+09
UGC07261_rotmod 2.86 66.80 5.66 1.62e+09
UGC07261_rotmod 3.81 69.60 5.66 1.62e+09
UGC07261_rotmod 4.76 73.40 5.66 1.62e+09
UGC07261_rotmod 5.72 74.70 5.66 1.62e+09
UGC07261_rotmod 6.67 76.10 5.66 1.62e+09
NGC6946_rotmod 0.19 153.00 8.00 6.01e+10
NGC6946_rotmod 0.56 130.00 9.00 6.01e+10
NGC6946_rotmod 0.94 128.00 3.00 6.01e+10
NGC6946_rotmod 1.22 134.00 3.00 6.01e+10
NGC6946_rotmod 1.59 129.00 4.00 6.01e+10
NGC6946_rotmod 1.96 131.00 7.00 6.01e+10
NGC6946_rotmod 2.34 138.00 8.00 6.01e+10
NGC6946_rotmod 2.71 139.00 5.00 6.01e+10
NGC6946_rotmod 2.99 143.00 3.00 6.01e+10
NGC6946_rotmod 3.37 146.00 2.00 6.01e+10
NGC6946_rotmod 3.74 154.00 2.00 6.01e+10
NGC6946_rotmod 4.12 161.00 1.00 6.01e+10
NGC6946_rotmod 4.40 167.00 2.00 6.01e+10
NGC6946_rotmod 4.77 173.00 2.00 6.01e+10
NGC6946_rotmod 5.15 176.00 4.00 6.01e+10
NGC6946_rotmod 5.52 178.00 5.00 6.01e+10
NGC6946_rotmod 5.89 180.00 3.00 6.01e+10
NGC6946_rotmod 6.17 179.00 4.00 6.01e+10
NGC6946_rotmod 6.55 180.00 5.00 6.01e+10
NGC6946_rotmod 6.92 181.00 4.00 6.01e+10
NGC6946_rotmod 7.30 179.00 4.00 6.01e+10
NGC6946_rotmod 7.58 179.00 2.00 6.01e+10
NGC6946_rotmod 7.95 179.00 1.00 6.01e+10
NGC6946_rotmod 8.33 178.00 1.00 6.01e+10
NGC6946_rotmod 8.70 177.00 2.00 6.01e+10
NGC6946_rotmod 9.08 176.00 2.00 6.01e+10
NGC6946_rotmod 9.36 173.00 3.00 6.01e+10
NGC6946_rotmod 9.73 172.00 2.00 6.01e+10
NGC6946_rotmod 10.10 172.00 2.00 6.01e+10
NGC6946_rotmod 10.48 170.00 2.00 6.01e+10
NGC6946_rotmod 10.76 171.00 2.00 6.01e+10
NGC6946_rotmod 11.13 174.00 2.00 6.01e+10
NGC6946_rotmod 11.51 174.00 2.00 6.01e+10
NGC6946_rotmod 11.88 175.00 2.00 6.01e+10
NGC6946_rotmod 12.26 174.00 2.00 6.01e+10
NGC6946_rotmod 12.54 173.00 6.00 6.01e+10
NGC6946_rotmod 12.91 173.00 6.00 6.01e+10
NGC6946_rotmod 13.29 173.00 8.00 6.01e+10
NGC6946_rotmod 13.66 175.00 9.00 6.01e+10
NGC6946_rotmod 14.03 174.00 9.00 6.01e+10
NGC6946_rotmod 14.31 171.00 9.00 6.01e+10
NGC6946_rotmod 14.69 167.00 8.00 6.01e+10
NGC6946_rotmod 15.06 165.00 7.00 6.01e+10
NGC6946_rotmod 15.44 163.00 8.00 6.01e+10
NGC6946_rotmod 15.72 162.00 8.00 6.01e+10
NGC6946_rotmod 16.09 161.00 9.00 6.01e+10
NGC6946_rotmod 16.47 159.00 10.00 6.01e+10
NGC6946_rotmod 16.84 158.00 10.00 6.01e+10
NGC6946_rotmod 17.21 157.00 10.00 6.01e+10
NGC6946_rotmod 17.50 157.00 10.00 6.01e+10
NGC6946_rotmod 17.87 157.00 9.00 6.01e+10
NGC6946_rotmod 18.24 160.00 11.00 6.01e+10
NGC6946_rotmod 18.62 159.00 12.00 6.01e+10
NGC6946_rotmod 18.90 160.00 14.00 6.01e+10
NGC6946_rotmod 19.27 158.00 16.00 6.01e+10
NGC6946_rotmod 19.65 155.00 18.00 6.01e+10
NGC6946_rotmod 20.02 157.00 19.00 6.01e+10
NGC6946_rotmod 20.40 154.00 21.00 6.01e+10
NGC4183_rotmod 0.87 47.10 8.20 9.66e+09
NGC4183_rotmod 1.74 65.90 6.60 9.66e+09
NGC4183_rotmod 2.61 76.10 5.60 9.66e+09
NGC4183_rotmod 3.50 85.70 5.60 9.66e+09
NGC4183_rotmod 4.37 96.60 5.20 9.66e+09
NGC4183_rotmod 5.24 99.30 5.20 9.66e+09
NGC4183_rotmod 6.11 103.00 5.20 9.66e+09
NGC4183_rotmod 6.98 107.00 5.20 9.66e+09
NGC4183_rotmod 7.85 111.00 5.20 9.66e+09
NGC4183_rotmod 8.72 114.00 6.10 9.66e+09
NGC4183_rotmod 9.60 115.00 6.10 9.66e+09
NGC4183_rotmod 10.47 111.00 5.60 9.66e+09
NGC4183_rotmod 11.35 110.00 5.60 9.66e+09
NGC4183_rotmod 12.31 111.00 5.20 9.66e+09
NGC4183_rotmod 13.12 109.00 4.80 9.66e+09
NGC4183_rotmod 14.05 108.00 4.40 9.66e+09
NGC4183_rotmod 14.98 109.00 5.20 9.66e+09
NGC4183_rotmod 16.03 111.00 5.30 9.66e+09
NGC4183_rotmod 16.95 110.00 4.90 9.66e+09
NGC4183_rotmod 17.88 109.00 4.90 9.66e+09
NGC4183_rotmod 18.93 110.00 5.30 9.66e+09
NGC4183_rotmod 19.97 112.00 10.20 9.66e+09
NGC4183_rotmod 21.02 113.00 11.50 9.66e+09
NGC3949_rotmod 1.74 123.00 5.50 3.11e+10
NGC3949_rotmod 2.61 145.00 5.50 3.11e+10
NGC3949_rotmod 3.50 152.00 6.20 3.11e+10
NGC3949_rotmod 4.37 157.00 6.60 3.11e+10
NGC3949_rotmod 5.24 161.00 8.80 3.11e+10
NGC3949_rotmod 6.11 165.00 11.20 3.11e+10
