# galaxy_id rad[kpc] vobs[km/s] errv[km/s] mass[M_sun]
UGC07524_rotmod 4.82 66.90 5.46 1.61e+09
UGC07524_rotmod 5.17 69.40 4.77 1.61e+09
UGC07524_rotmod 5.51 70.20 4.44 1.61e+09
UGC07524_rotmod 5.86 70.90 4.24 1.61e+09
UGC07524_rotmod 6.20 72.30 4.38 1.61e+09
UGC07524_rotmod 6.55 73.90 3.51 1.61e+09
UGC07524_rotmod 6.89 75.00 3.22 1.61e+09
UGC07524_rotmod 7.25 75.50 3.23 1.61e+09
UGC07524_rotmod 7.58 77.10 2.98 1.61e+09
UGC07524_rotmod 7.94 77.00 2.79 1.61e+09
UGC07524_rotmod 8.27 77.00 2.82 1.61e+09
UGC07524_rotmod 8.63 78.20 2.93 1.61e+09
UGC07524_rotmod 8.97 79.60 3.14 1.61e+09
UGC07524_rotmod 9.30 80.30 3.39 1.61e+09
UGC07524_rotmod 9.66 81.20 3.66 1.61e+09
UGC07524_rotmod 9.99 82.30 3.90 1.61e+09
UGC07524_rotmod 10.35 83.80 4.10 1.61e+09
UGC07524_rotmod 10.69 79.00 2.78 1.61e+09
F574-1_rotmod 0.47 15.30 4.40 3.62e+09
F574-1_rotmod 1.41 41.00 4.36 3.62e+09
F574-1_rotmod 2.35 60.70 4.40 3.62e+09
F574-1_rotmod 3.29 74.90 4.40 3.62e+09
F574-1_rotmod 4.22 83.00 6.28 3.62e+09
F574-1_rotmod 5.17 86.80 4.40 3.62e+09
F574-1_rotmod 6.11 89.40 4.40 3.62e+09
F574-1_rotmod 7.05 92.50 4.40 3.62e+09
F574-1_rotmod 7.99 94.70 4.40 3.62e+09
F574-1_rotmod 8.92 96.30 4.40 3.62e+09
F574-1_rotmod 9.87 97.80 4.40 3.62e+09
F574-1_rotmod 10.79 98.80 4.62 3.62e+09
F574-1_rotmod 11.80 99.50 4.40 3.62e+09
F574-1_rotmod 12.60 99.70 5.14 3.62e+09
ESO079-G014_rotmod 0.41 33.20 11.60 2.29e+10
ESO079-G014_rotmod 0.98 50.40 11.80 2.29e+10
ESO079-G014_rotmod 1.78 53.90 9.75 2.29e+10
ESO079-G014_rotmod 2.69 67.60 5.10 2.29e+10
ESO079-G014_rotmod 3.36 81.70 5.06 2.29e+10
ESO079-G014_rotmod 4.39 102.00 5.35 2.29e+10
ESO079-G014_rotmod 5.65 116.00 6.44 2.29e+10
ESO079-G014_rotmod 6.34 132.00 9.10 2.29e+10
ESO079-G014_rotmod 6.89 137.00 5.25 2.29e+10
ESO079-G014_rotmod 8.34 154.00 4.20 2.29e+10
ESO079-G014_rotmod 10.04 163.00 3.28 2.29e+10
ESO079-G014_rotmod 11.65 170.00 2.41 2.29e+10
ESO079-G014_rotmod 13.36 175.00 2.18 2.29e+10
ESO079-G014_rotmod 15.06 177.00 2.23 2.29e+10
ESO079-G014_rotmod 16.67 178.00 2.03 2.29e+10
DDO064_rotmod 0.10 6.29 4.62 1.02e+08
DDO064_rotmod 0.30 13.90 4.62 1.02e+08
DDO064_rotmod 0.49 15.60 4.62 1.02e+08
DDO064_rotmod 0.69 18.40 4.62 1.02e+08
DDO064_rotmod 0.89 22.50 4.62 1.02e+08
DDO064_rotmod 1.09 26.50 4.62 1.02e+08
DDO064_rotmod 1.29 35.30 4.62 1.02e+08
DDO064_rotmod 1.48 40.50 4.62 1.02e+08
DDO064_rotmod 1.68 44.20 4.89 1.02e+08
DDO064_rotmod 1.88 46.30 4.62 1.02e+08
DDO064_rotmod 2.08 46.40 4.62 1.02e+08
DDO064_rotmod 2.27 46.30 4.62 1.02e+08
DDO064_rotmod 2.37 46.40 6.73 1.02e+08
DDO064_rotmod 2.98 46.90 8.65 1.02e+08
UGC05764_rotmod 0.36 21.45 1.99 5.79e+07
UGC05764_rotmod 0.73 31.30 1.58 5.79e+07
UGC05764_rotmod 1.09 41.70 1.16 5.79e+07
UGC05764_rotmod 1.45 48.35 0.44 5.79e+07
UGC05764_rotmod 1.81 50.60 0.37 5.79e+07
UGC05764_rotmod 2.17 54.05 0.59 5.79e+07
UGC05764_rotmod 2.54 55.80 0.76 5.79e+07
UGC05764_rotmod 2.90 54.55 0.71 5.79e+07
UGC05764_rotmod 3.26 50.00 2.65 5.79e+07
UGC05764_rotmod 3.62 49.90 2.77 5.79e+07
UGC01230_rotmod 0.78 19.80 10.70 5.25e+09
UGC01230_rotmod 2.35 55.40 10.70 5.25e+09
UGC01230_rotmod 3.91 88.50 10.70 5.25e+09
UGC01230_rotmod 5.48 105.00 10.70 5.25e+09
UGC01230_rotmod 7.03 106.00 10.70 5.25e+09
UGC01230_rotmod 8.60 103.00 10.70 5.25e+09
UGC01230_rotmod 13.27 109.00 15.80 5.25e+09
UGC01230_rotmod 14.85 113.00 14.70 5.25e+09
UGC01230_rotmod 25.80 105.00 10.40 5.25e+09
UGC01230_rotmod 32.01 103.00 10.00 5.25e+09
UGC01230_rotmod 36.54 103.00 10.00 5.25e+09
NGC4100_rotmod 2.61 120.00 10.50 5.99e+10
NGC4100_rotmod 3.50 148.00 7.50 5.99e+10
NGC4100_rotmod 4.37 168.00 6.20 5.99e+10
NGC4100_rotmod 5.24 182.00 6.10 5.99e+10
NGC4100_rotmod 6.11 190.00 5.20 5.99e+10
NGC4100_rotmod 6.98 194.00 5.70 5.99e+10
NGC4100_rotmod 7.85 195.00 6.10 5.99e+10
NGC4100_rotmod 8.72 193.00 4.80 5.99e+10
NGC4100_rotmod 9.60 192.00 3.90 5.99e+10
NGC4100_rotmod 10.47 192.00 3.50 5.99e+10
NGC4100_rotmod 11.35 191.00 4.40 5.99e+10
NGC4100_rotmod 12.19 189.00 4.80 5.99e+10
NGC4100_rotmod 13.12 185.00 5.30 5.99e+10
NGC4100_rotmod 13.94 182.00 4.50 5.99e+10
NGC4100_rotmod 14.86 179.00 6.60 5.99e+10
NGC4100_rotmod 15.68 176.00 6.20 5.99e+10
NGC4100_rotmod 16.61 174.00 6.60 5.99e+10
NGC4100_rotmod 17.42 178.00 8.70 5.99e+10
NGC4100_rotmod 18.35 177.00 6.20 5.99e+10
NGC4100_rotmod 19.16 169.00 5.90 5.99e+10
NGC4100_rotmod 20.09 158.00 6.30 5.99e+10
NGC4100_rotmod 21.02 158.00 7.60 5.99e+10
NGC4100_rotmod 21.95 158.00 8.90 5.99e+10
NGC4100_rotmod 22.76 159.00 9.00 5.99e+10
NGC5005_rotmod 0.49 211.00 40.10 1.09e+11
NGC5005_rotmod 0.98 233.00 17.40 1.09e+11
NGC5005_rotmod 1.47 227.00 14.40 1.09e+11
NGC5005_rotmod 1.97 234.00 10.80 1.09e+11
NGC5005_rotmod 2.46 245.00 7.67 1.09e+11
NGC5005_rotmod 2.95 244.00 23.30 1.09e+11
NGC5005_rotmod 3.44 261.00 23.30 1.09e+11
NGC5005_rotmod 3.93 259.00 22.70 1.09e+11
NGC5005_rotmod 4.42 258.00 22.70 1.09e+11
NGC5005_rotmod 4.92 258.00 22.50 1.09e+11
NGC5005_rotmod 5.74 261.00 22.40 1.09e+11
NGC5005_rotmod 6.56 263.00 22.40 1.09e+11
NGC5005_rotmod 7.37 264.00 22.30 1.09e+11
NGC5005_rotmod 8.19 265.00 22.20 1.09e+11
NGC5005_rotmod 9.01 265.00 22.20 1.09e+11
NGC5005_rotmod 9.83 264.00 22.00 1.09e+11
NGC5005_rotmod 10.65 264.00 21.90 1.09e+11
NGC5005_rotmod 11.47 265.00 22.00 1.09e+11
UGCA281_rotmod 0.09 7.00 2.49 3.69e+07
UGCA281_rotmod 0.25 14.90 1.35 3.69e+07
UGCA281_rotmod 0.41 21.10 1.37 3.69e+07
UGCA281_rotmod 0.58 26.00 1.24 3.69e+07
UGCA281_rotmod 0.74 27.50 1.59 3.69e+07
UGCA281_rotmod 0.90 28.80 2.57 3.69e+07
UGCA281_rotmod 1.08 29.50 1.85 3.69e+07
F568-1_rotmod 0.44 15.70 9.10 2.92e+09
F568-1_rotmod 1.32 44.50 9.10 2.92e+09
F568-1_rotmod 2.20 69.40 9.10 2.92e+09
F568-1_rotmod 3.08 90.00 11.40 2.92e+09
F568-1_rotmod 3.96 105.00 9.88 2.92e+09
F568-1_rotmod 4.84 113.00 16.20 2.92e+09
F568-1_rotmod 5.53 117.00 24.80 2.92e+09
F568-1_rotmod 7.48 124.00 9.10 2.92e+09
F568-1_rotmod 8.37 127.00 9.10 2.92e+09
F568-1_rotmod 9.24 130.00 9.10 2.92e+09
F568-1_rotmod 10.13 133.00 9.10 2.92e+09
F568-1_rotmod 13.23 142.00 23.80 2.92e+09
NGC3992_rotmod 9.19 248.00 7.00 2.36e+11
NGC3992_rotmod 13.79 264.00 6.60 2.36e+11
NGC3992_rotmod 18.35 272.00 5.70 2.36e+11
NGC3992_rotmod 22.94 271.00 5.70 2.36e+11
NGC3992_rotmod 27.52 264.00 5.30 2.36e+11
NGC3992_rotmod 32.11 242.00 7.40 2.36e+11
NGC3992_rotmod 36.70 244.00 5.30 2.36e+11
NGC3992_rotmod 41.44 241.00 6.20 2.36e+11
NGC3992_rotmod 46.02 237.00 8.60 2.36e+11
UGC05986_rotmod 0.63 29.50 2.53 4.20e+09
UGC05986_rotmod 1.26 50.80 3.76 4.20e+09
UGC05986_rotmod 1.88 68.20 2.58 4.20e+09
UGC05986_rotmod 2.51 84.30 2.28 4.20e+09
UGC05986_rotmod 3.13 95.30 2.01 4.20e+09
UGC05986_rotmod 3.77 106.00 3.58 4.20e+09
UGC05986_rotmod 4.39 112.00 4.25 4.20e+09
UGC05986_rotmod 5.02 115.00 3.18 4.20e+09
UGC05986_rotmod 5.65 116.00 2.32 4.20e+09
UGC05986_rotmod 6.28 116.00 2.01 4.20e+09
UGC05986_rotmod 6.90 116.00 2.28 4.20e+09
UGC05986_rotmod 7.54 114.00 3.05 4.20e+09
UGC05986_rotmod 8.16 112.00 3.69 4.20e+09
UGC05986_rotmod 8.79 109.00 5.10 4.20e+09
UGC05986_rotmod 9.41 107.00 6.39 4.20e+09
DDO170_rotmod 1.87 27.70 3.00 5.04e+08
DDO170_rotmod 3.36 42.40 1.50 5.04e+08
DDO170_rotmod 4.86 52.50 1.00 5.04e+08
DDO170_rotmod 6.35 55.60 1.00 5.04e+08
DDO170_rotmod 7.85 58.60 1.10 5.04e+08
DDO170_rotmod 9.34 59.00 1.20 5.04e+08
DDO170_rotmod 10.83 60.00 1.30 5.04e+08
DDO170_rotmod 12.33 62.20 1.00 5.04e+08
UGC05999_rotmod 3.48 46.20 5.00 3.19e+09
UGC05999_rotmod 6.94 81.10 5.00 3.19e+09
UGC05999_rotmod 10.42 91.20 5.00 3.19e+09
UGC05999_rotmod 13.89 97.70 5.00 3.19e+09
UGC05999_rotmod 16.22 100.00 5.00 3.19e+09
UGC08837_rotmod 0.52 7.31 2.12 3.45e+08
UGC08837_rotmod 1.05 14.60 2.05 3.45e+08
UGC08837_rotmod 1.57 21.00 2.05 3.45e+08
UGC08837_rotmod 2.09 28.10 2.06 3.45e+08
UGC08837_rotmod 2.63 35.30 2.50 3.45e+08
UGC08837_rotmod 3.15 43.00 3.38 3.45e+08
UGC08837_rotmod 3.68 46.60 3.15 3.45e+08
UGC08837_rotmod 4.20 48.00 3.00 3.45e+08
UGC05253_rotmod 0.13 232.00 33.40 9.20e+10
UGC05253_rotmod 0.25 233.00 16.90 9.20e+10
UGC05253_rotmod 0.38 234.00 14.60 9.20e+10
UGC05253_rotmod 0.51 235.00 10.60 9.20e+10
UGC05253_rotmod 0.63 236.00 9.12 9.20e+10
UGC05253_rotmod 0.76 237.00 10.30 9.20e+10
UGC05253_rotmod 0.89 238.00 9.95 9.20e+10
UGC05253_rotmod 1.01 239.00 3.51 9.20e+10
UGC05253_rotmod 1.14 240.00 3.18 9.20e+10
UGC05253_rotmod 1.27 240.00 5.19 9.20e+10
UGC05253_rotmod 1.39 241.00 3.54 9.20e+10
UGC05253_rotmod 1.52 242.00 2.60 9.20e+10
UGC05253_rotmod 1.65 242.00 1.75 9.20e+10
UGC05253_rotmod 1.77 243.00 1.94 9.20e+10
UGC05253_rotmod 1.90 244.00 3.09 9.20e+10
UGC05253_rotmod 2.03 244.00 1.60 9.20e+10
UGC05253_rotmod 2.16 244.00 3.00 9.20e+10
UGC05253_rotmod 2.28 245.00 2.19 9.20e+10
UGC05253_rotmod 2.41 245.00 3.01 9.20e+10
UGC05253_rotmod 2.54 246.00 2.64 9.20e+10
UGC05253_rotmod 2.66 246.00 2.38 9.20e+10
UGC05253_rotmod 2.79 246.00 3.72 9.20e+10
UGC05253_rotmod 2.92 247.00 3.54 9.20e+10
UGC05253_rotmod 3.04 247.00 3.74 9.20e+10
UGC05253_rotmod 3.17 247.00 5.11 9.20e+10
UGC05253_rotmod 3.30 247.00 3.63 9.20e+10
UGC05253_rotmod 3.42 247.00 3.84 9.20e+10
UGC05253_rotmod 3.55 248.00 5.12 9.20e+10
UGC05253_rotmod 3.68 248.00 2.77 9.20e+10
UGC05253_rotmod 3.80 248.00 3.24 9.20e+10
UGC05253_rotmod 3.93 248.00 6.79 9.20e+10
UGC05253_rotmod 4.06 248.00 8.39 9.20e+10
UGC05253_rotmod 4.18 248.00 2.73 9.20e+10
UGC05253_rotmod 4.31 248.00 13.70 9.20e+10
UGC05253_rotmod 4.44 248.00 4.89 9.20e+10
UGC05253_rotmod 4.56 248.00 5.71 9.20e+10
UGC05253_rotmod 4.69 248.00 15.10 9.20e+10
UGC05253_rotmod 4.82 248.00 10.50 9.20e+10
UGC05253_rotmod 4.94 248.00 1.58 9.20e+10
UGC05253_rotmod 4.99 248.00 4.77 9.20e+10
UGC05253_rotmod 5.07 248.00 4.36 9.20e+10
UGC05253_rotmod 5.20 248.00 8.45 9.20e+10
UGC05253_rotmod 5.45 247.00 8.25 9.20e+10
UGC05253_rotmod 5.58 247.00 2.34 9.20e+10
UGC05253_rotmod 5.70 247.00 2.34 9.20e+10
UGC05253_rotmod 5.83 247.00 6.13 9.20e+10
UGC05253_rotmod 6.47 247.00 6.89 9.20e+10
UGC05253_rotmod 6.59 246.00 5.95 9.20e+10
UGC05253_rotmod 6.66 246.00 2.29 9.20e+10
UGC05253_rotmod 6.72 246.00 4.73 9.20e+10
UGC05253_rotmod 6.85 246.00 3.02 9.20e+10
UGC05253_rotmod 6.97 246.00 5.81 9.20e+10
UGC05253_rotmod 7.10 246.00 6.32 9.20e+10
UGC05253_rotmod 7.23 246.00 8.92 9.20e+10
UGC05253_rotmod 8.32 246.00 2.13 9.20e+10
UGC05253_rotmod 10.00 245.00 2.18 9.20e+10
UGC05253_rotmod 11.61 245.00 0.94 9.20e+10
UGC05253_rotmod 13.35 246.00 2.02 9.20e+10
UGC05253_rotmod 14.98 245.00 1.33 9.20e+10
UGC05253_rotmod 16.61 245.00 1.36 9.20e+10
UGC05253_rotmod 18.34 245.00 1.59 9.20e+10
UGC05253_rotmod 19.97 245.00 2.03 9.20e+10
UGC05253_rotmod 21.60 245.00 2.36 9.20e+10
UGC05253_rotmod 23.33 244.00 4.61 9.20e+10
UGC05253_rotmod 26.70 243.00 10.60 9.20e+10
UGC05253_rotmod 29.95 239.00 17.00 9.20e+10
UGC05253_rotmod 33.32 231.00 18.30 9.20e+10
UGC05253_rotmod 36.68 219.00 12.10 9.20e+10
UGC05253_rotmod 39.94 210.00 7.50 9.20e+10
UGC05253_rotmod 43.30 210.00 3.56 9.20e+10
UGC05253_rotmod 46.67 212.00 2.64 9.20e+10
UGC05253_rotmod 49.92 213.00 6.50 9.20e+10
UGC05253_rotmod 53.29 218.00 6.53 9.20e+10
UGC07399_rotmod 0.61 47.30 2.77 8.91e+08
UGC07399_rotmod 1.22 70.40 3.27 8.91e+08
UGC07399_rotmod 1.84 83.70 2.50 8.91e+08
UGC07399_rotmod 2.45 89.10 2.45 8.91e+08
UGC07399_rotmod 3.07 91.70 2.48 8.91e+08
UGC07399_rotmod 3.68 95.10 3.01 8.91e+08
UGC07399_rotmod 4.30 96.90 3.62 8.91e+08
UGC07399_rotmod 4.91 100.00 3.90 8.91e+08
UGC07399_rotmod 5.52 103.00 4.82 8.91e+08
UGC07399_rotmod 6.13 106.00 4.97 8.91e+08
NGC2976_rotmod 0.11 6.80 3.62 1.02e+09
NGC2976_rotmod 0.17 9.50 4.31 1.02e+09
NGC2976_rotmod 0.24 14.00 3.11 1.02e+09
NGC2976_rotmod 0.31 19.80 5.50 1.02e+09
NGC2976_rotmod 0.38 26.10 3.90 1.02e+09
NGC2976_rotmod 0.45 28.70 3.50 1.02e+09
NGC2976_rotmod 0.52 28.70 2.70 1.02e+09
NGC2976_rotmod 0.59 31.70 2.50 1.02e+09
NGC2976_rotmod 0.66 35.50 2.30 1.02e+09
NGC2976_rotmod 0.73 39.40 2.10 1.02e+09
NGC2976_rotmod 0.80 42.90 2.30 1.02e+09
NGC2976_rotmod 0.87 46.00 2.60 1.02e+09
NGC2976_rotmod 0.94 49.10 3.10 1.02e+09
NGC2976_rotmod 1.01 49.20 3.20 1.02e+09
NGC2976_rotmod 1.08 51.40 3.20 1.02e+09
NGC2976_rotmod 1.14 57.20 3.10 1.02e+09
NGC2976_rotmod 1.21 63.80 2.90 1.02e+09
NGC2976_rotmod 1.29 67.80 2.80 1.02e+09
NGC2976_rotmod 1.35 69.80 3.30 1.02e+09
NGC2976_rotmod 1.42 71.70 3.90 1.02e+09
NGC2976_rotmod 1.49 74.10 4.40 1.02e+09
NGC2976_rotmod 1.56 76.70 4.80 1.02e+09
NGC2976_rotmod 1.63 79.90 4.40 1.02e+09
NGC2976_rotmod 1.74 83.60 3.35 1.02e+09
NGC2976_rotmod 1.93 83.90 3.95 1.02e+09
NGC2976_rotmod 2.10 88.70 4.44 1.02e+09
NGC2976_rotmod 2.27 85.30 5.36 1.02e+09
UGC00731_rotmod 0.91 29.60 2.38 2.61e+08
UGC00731_rotmod 1.81 44.60 2.40 2.61e+08
UGC00731_rotmod 2.73 50.40 2.86 2.61e+08
UGC00731_rotmod 3.64 56.80 3.43 2.61e+08
UGC00731_rotmod 4.55 60.70 2.98 2.61e+08
UGC00731_rotmod 5.45 64.70 2.46 2.61e+08
UGC00731_rotmod 6.36 68.00 2.38 2.61e+08
UGC00731_rotmod 7.28 71.50 2.52 2.61e+08
UGC00731_rotmod 8.19 73.40 2.68 2.61e+08
UGC00731_rotmod 9.09 74.00 2.83 2.61e+08
UGC00731_rotmod 10.00 73.80 3.22 2.61e+08
UGC00731_rotmod 10.91 73.90 3.42 2.61e+08
UGC00191_rotmod 0.62 29.90 1.42 9.91e+08
UGC00191_rotmod 0.87 34.40 2.31 9.91e+08
UGC00191_rotmod 1.12 46.30 2.05 9.91e+08
UGC00191_rotmod 1.37 49.80 1.87 9.91e+08
UGC00191_rotmod 1.62 57.60 2.76 9.91e+08
UGC00191_rotmod 2.30 71.30 7.50 9.91e+08
UGC00191_rotmod 4.97 76.65 1.09 9.91e+08
UGC00191_rotmod 7.45 81.00 0.63 9.91e+08
UGC00191_rotmod 9.98 83.85 1.04 9.91e+08
KK98-251_rotmod 0.25 4.25 2.00 4.11e+07
KK98-251_rotmod 0.41 6.84 2.00 4.11e+07
KK98-251_rotmod 0.57 9.56 2.00 4.11e+07
KK98-251_rotmod 0.74 12.30 2.00 4.11e+07
KK98-251_rotmod 0.90 15.10 2.00 4.11e+07
KK98-251_rotmod 1.07 17.50 2.00 4.11e+07
KK98-251_rotmod 1.24 19.70 2.00 4.11e+07
KK98-251_rotmod 1.40 21.80 2.00 4.11e+07
KK98-251_rotmod 1.57 24.40 2.00 4.11e+07
KK98-251_rotmod 1.72 27.30 2.00 4.11e+07
KK98-251_rotmod 1.89 30.30 2.00 4.11e+07
KK98-251_rotmod 2.06 32.60 2.00 4.11e+07
KK98-251_rotmod 2.46 33.30 2.00 4.11e+07
KK98-251_rotmod 2.79 34.60 2.00 4.11e+07
KK98-251_rotmod 3.13 34.20 2.00 4.11e+07
UGC02259_rotmod 1.02 56.10 3.40 1.47e+09
UGC02259_rotmod 2.04 71.10 3.00 1.47e+09
UGC02259_rotmod 3.05 80.70 1.50 1.47e+09
UGC02259_rotmod 4.07 82.80 1.50 1.47e+09
UGC02259_rotmod 5.09 83.70 1.50 1.47e+09
UGC02259_rotmod 6.11 86.00 1.50 1.47e+09
UGC02259_rotmod 7.13 88.30 2.30 1.47e+09
UGC02259_rotmod 8.14 90.00 3.00 1.47e+09
NGC5585_rotmod 0.09 11.20 2.02 1.97e+09
NGC5585_rotmod 0.26 26.50 1.03 1.97e+09
NGC5585_rotmod 0.43 33.70 1.03 1.97e+09
NGC5585_rotmod 0.60 32.70 1.12 1.97e+09
NGC5585_rotmod 0.77 33.70 1.03 1.97e+09
NGC5585_rotmod 0.94 35.70 2.24 1.97e+09
NGC5585_rotmod 1.11 37.80 3.35 1.97e+09
NGC5585_rotmod 1.28 41.80 3.35 1.97e+09
NGC5585_rotmod 1.46 43.90 2.14 1.97e+09
NGC5585_rotmod 1.63 44.90 1.25 1.97e+09
NGC5585_rotmod 2.05 53.20 1.60 1.97e+09
NGC5585_rotmod 2.74 64.30 0.90 1.97e+09
NGC5585_rotmod 3.42 73.10 2.40 1.97e+09
NGC5585_rotmod 4.11 76.20 4.40 1.97e+09
NGC5585_rotmod 4.79 78.40 3.80 1.97e+09
NGC5585_rotmod 5.48 83.10 3.10 1.97e+09
NGC5585_rotmod 6.16 88.00 3.00 1.97e+09
NGC5585_rotmod 6.85 89.90 2.40 1.97e+09
NGC5585_rotmod 7.53 90.60 2.80 1.97e+09
NGC5585_rotmod 8.21 91.60 2.60 1.97e+09
NGC5585_rotmod 8.90 92.30 1.40 1.97e+09
NGC5585_rotmod 9.57 90.90 1.00 1.97e+09
NGC5585_rotmod 10.31 89.60 2.70 1.97e+09
NGC5585_rotmod 10.96 89.40 2.70 1.97e+09
NGC5907_rotmod 5.03 214.00 6.00 1.75e+11
NGC5907_rotmod 7.55 220.00 6.00 1.75e+11
NGC5907_rotmod 10.07 235.00 4.00 1.75e+11
NGC5907_rotmod 12.58 235.00 4.00 1.75e+11
NGC5907_rotmod 15.10 230.00 2.00 1.75e+11
NGC5907_rotmod 17.61 231.00 2.00 1.75e+11
NGC5907_rotmod 20.13 232.00 2.00 1.75e+11
NGC5907_rotmod 22.65 225.00 7.00 1.75e+11
NGC5907_rotmod 25.16 224.00 7.00 1.75e+11
NGC5907_rotmod 27.68 229.00 2.00 1.75e+11
NGC5907_rotmod 30.20 218.00 2.00 1.75e+11
NGC5907_rotmod 32.71 214.00 2.00 1.75e+11
NGC5907_rotmod 35.23 213.00 2.00 1.75e+11
NGC5907_rotmod 37.75 211.00 2.00 1.75e+11
NGC5907_rotmod 40.26 217.00 2.00 1.75e+11
NGC5907_rotmod 42.78 216.00 3.00 1.75e+11
NGC5907_rotmod 45.29 215.00 3.00 1.75e+11
NGC5907_rotmod 47.81 217.00 5.00 1.75e+11
NGC5907_rotmod 50.33 214.00 5.00 1.75e+11
NGC7793_rotmod 0.11 9.10 8.50 3.64e+09
NGC7793_rotmod 0.14 17.60 7.40 3.64e+09
NGC7793_rotmod 0.17 19.30 7.40 3.64e+09
NGC7793_rotmod 0.21 24.80 6.40 3.64e+09
NGC7793_rotmod 0.24 30.00 7.20 3.64e+09
NGC7793_rotmod 0.28 35.00 7.30 3.64e+09
NGC7793_rotmod 0.32 38.30 7.60 3.64e+09
NGC7793_rotmod 0.35 42.70 8.80 3.64e+09
NGC7793_rotmod 0.39 47.00 5.30 3.64e+09
NGC7793_rotmod 0.42 49.80 5.60 3.64e+09
NGC7793_rotmod 0.46 52.20 6.20 3.64e+09
NGC7793_rotmod 0.49 53.40 6.30 3.64e+09
NGC7793_rotmod 0.53 54.60 5.90 3.64e+09
NGC7793_rotmod 0.56 55.50 6.90 3.64e+09
NGC7793_rotmod 0.60 55.90 7.50 3.64e+09
NGC7793_rotmod 0.63 58.30 7.40 3.64e+09
NGC7793_rotmod 0.66 59.30 6.30 3.64e+09
NGC7793_rotmod 0.70 59.50 6.70 3.64e+09
NGC7793_rotmod 0.87 59.10 5.10 3.64e+09
NGC7793_rotmod 1.05 62.60 5.50 3.64e+09
NGC7793_rotmod 1.22 65.60 4.80 3.64e+09
NGC7793_rotmod 1.40 70.70 4.60 3.64e+09
NGC7793_rotmod 1.57 73.90 4.00 3.64e+09
NGC7793_rotmod 1.75 78.50 4.20 3.64e+09
NGC7793_rotmod 1.92 82.40 4.60 3.64e+09
NGC7793_rotmod 2.10 87.10 4.90 3.64e+09
NGC7793_rotmod 2.27 89.60 5.40 3.64e+09
NGC7793_rotmod 2.45 94.90 5.70 3.64e+09
NGC7793_rotmod 2.62 98.10 5.00 3.64e+09
NGC7793_rotmod 2.79 99.30 5.70 3.64e+09
NGC7793_rotmod 2.97 98.60 7.20 3.64e+09
NGC7793_rotmod 3.16 101.00 8.70 3.64e+09
NGC7793_rotmod 3.33 103.00 9.40 3.64e+09
NGC7793_rotmod 3.51 107.00 9.10 3.64e+09
NGC7793_rotmod 3.68 114.00 7.40 3.64e+09
NGC7793_rotmod 3.85 112.00 8.10 3.64e+09
NGC7793_rotmod 4.03 114.00 7.60 3.64e+09
NGC7793_rotmod 4.20 116.00 7.20 3.64e+09
NGC7793_rotmod 4.38 114.00 7.80 3.64e+09
NGC7793_rotmod 4.73 114.00 11.40 3.64e+09
NGC7793_rotmod 5.25 109.00 9.90 3.64e+09
NGC7793_rotmod 5.78 107.00 12.60 3.64e+09
NGC7793_rotmod 6.30 105.00 12.50 3.64e+09
NGC7793_rotmod 6.82 101.00 5.20 3.64e+09
NGC7793_rotmod 7.35 94.50 4.60 3.64e+09
NGC7793_rotmod 7.87 90.80 6.10 3.64e+09
F568-V1_rotmod 0.39 17.40 30.40 2.56e+09
F568-V1_rotmod 1.18 46.30 37.10 2.56e+09
F568-V1_rotmod 1.95 69.10 13.10 2.56e+09
F568-V1_rotmod 2.74 85.20 6.20 2.56e+09
F568-V1_rotmod 3.53 93.20 6.20 2.56e+09
F568-V1_rotmod 4.30 100.00 12.40 2.56e+09
F568-V1_rotmod 5.09 108.00 6.20 2.56e+09
F568-V1_rotmod 5.87 112.00 6.20 2.56e+09
F568-V1_rotmod 6.40 113.00 24.90 2.56e+09
F568-V1_rotmod 7.44 113.00 15.50 2.56e+09
F568-V1_rotmod 8.21 112.00 13.10 2.56e+09
F568-V1_rotmod 9.00 111.00 26.40 2.56e+09
F568-V1_rotmod 9.72 111.00 19.40 2.56e+09
F568-V1_rotmod 11.79 113.00 12.50 2.56e+09
F568-V1_rotmod 17.63 118.00 14.60 2.56e+09
NGC4138_rotmod 2.61 179.00 14.70 4.48e+10
NGC4138_rotmod 5.24 195.00 6.80 4.48e+10
NGC4138_rotmod 7.85 181.00 9.80 4.48e+10
NGC4138_rotmod 10.65 162.00 20.40 4.48e+10
NGC4138_rotmod 13.47 145.00 9.60 4.48e+10
NGC4138_rotmod 16.03 147.00 17.90 4.48e+10
NGC4138_rotmod 18.58 150.00 21.00 4.48e+10
UGC06628_rotmod 1.10 26.90 8.27 2.06e+09
UGC06628_rotmod 2.20 38.00 8.27 2.06e+09
UGC06628_rotmod 3.30 40.50 8.27 2.06e+09
UGC06628_rotmod 4.39 41.40 8.27 2.06e+09
UGC06628_rotmod 5.50 42.30 8.27 2.06e+09
UGC06628_rotmod 6.59 42.30 8.27 2.06e+09
UGC06628_rotmod 7.69 42.30 8.27 2.06e+09
UGC07323_rotmod 0.58 23.90 3.87 2.38e+09
UGC07323_rotmod 1.17 34.70 3.87 2.38e+09
UGC07323_rotmod 1.75 42.80 3.87 2.38e+09
UGC07323_rotmod 2.33 51.30 3.87 2.38e+09
UGC07323_rotmod 2.91 57.70 3.87 2.38e+09
UGC07323_rotmod 3.50 67.30 3.87 2.38e+09
